customer,state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
BS13062,Arizona,F,High School or Below,25755.278199999997,0.0,81.0,1/2/00,Personal Auto,Four-Door Car,388.8
FO35655,Oregon,M,Bachelor,8672.2297,0.0,245.0,1/0/00,Corporate Auto,Luxury SUV,2345.413441
HR10526,Cali,M,Master,8044.730699999999,44320.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6
IA63417,Arizona,F,High School or Below,4001.5190999999995,19782.0,108.0,1/0/00,Personal Auto,Two-Door Car,773.470977
BH35016,Nevada,F,Bachelor,16706.117,63933.0,70.0,1/0/00,Personal Auto,Two-Door Car,424.88344800000004
PK52952,Arizona,M,Doctor,8544.4111,28224.0,109.0,1/0/00,Personal Auto,SUV,523.2
OD76309,WA,F,College,7805.312900000001,21073.0,106.0,1/1/00,Personal Auto,SUV,508.8
IL28481,Oregon,M,Bachelor,6112.756899999999,63243.0,77.0,1/0/00,Personal Auto,Four-Door Car,364.240307
GY55092,Nevada,M,High School or Below,4772.9438,20993.0,133.0,1/0/00,Personal Auto,SUV,638.4
UF33451,Oregon,F,Bachelor,10979.0956,94827.0,135.0,1/0/00,Personal Auto,SUV,354.729129
CF15558,Cali,F,Master,5004.2638,39161.0,63.0,1/1/00,Personal Auto,Two-Door Car,283.995953
JM62924,WA,M,Bachelor,13223.0438,37534.0,84.0,1/2/00,Personal Auto,Four-Door Car,403.2
EM66435,Oregon,F,Bachelor,2623.3154,80210.0,65.0,1/0/00,Corporate Auto,Four-Door Car,20.543176000000003
QX45933,Cali,M,Bachelor,17840.1956,0.0,62.0,1/0/00,Personal Auto,Four-Door Car,385.115437
JI71369,Cali,F,College,5106.1118,30110.0,64.0,1/0/00,Personal Auto,Four-Door Car,140.16503500000002
JU93290,Arizona,F,College,17930.6045,21708.0,68.0,1/0/00,Personal Auto,Four-Door Car,326.4
GU66096,Arizona,M,High School or Below,5457.3426,94731.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6
UC33108,Cali,M,Bachelor,6563.6441,32375.0,83.0,1/0/00,Personal Auto,Four-Door Car,398.4
LW93867,Oregon,M,College,4812.5252,16531.0,63.0,1/0/00,Corporate Auto,Four-Door Car,102.879769
OU78470,Arizona,F,Master,29328.0419,32006.0,94.0,1/0/00,Corporate Auto,Four-Door Car,56.868289000000004
XW90265,Arizona,F,Bachelor,5773.520699999999,81676.0,72.0,1/0/00,Personal Auto,Two-Door Car,463.15850199999994
HS67749,Cali,M,College,6847.1189,71038.0,86.0,1/0/00,Corporate Auto,Four-Door Car,205.444066
VZ51506,Arizona,F,High School or Below,3595.3129,0.0,103.0,1/0/00,Corporate Auto,Sports Car,741.6
UI64281,Nevada,F,Master,22855.6121,20832.0,65.0,1/0/00,Personal Auto,Two-Door Car,56.371967000000005
AE98193,WA,M,High School or Below,7859.4146,0.0,113.0,1/0/00,Personal Auto,SUV,813.6
AZ74055,Oregon,M,High School or Below,4115.5774,52405.0,103.0,1/0/00,Personal Auto,Four-Door Car,494.4
XS76911,Arizona,F,High School or Below,5029.6388,0.0,133.0,1/0/00,Personal Auto,Sports Car,795.864079
AY40674,WA,F,Bachelor,4821.4185,26583.0,1005.0,1/4/00,Personal Auto,SUV,614.4
NA12740,Oregon,M,Master,5004.3105,25486.0,65.0,1/0/00,Special Auto,Two-Door Car,72.438681
UA84837,Arizona,M,College,8630.0539,24065.0,111.0,1/0/00,Corporate Auto,Four-Door Car,532.8
DJ51510,Arizona,F,High School or Below,9322.0851,70435.0,116.0,1/0/00,Personal Auto,Four-Door Car,67.881546
VM58985,Cali,M,College,16727.5606,0.0,76.0,1/2/00,Personal Auto,Two-Door Car,402.636829
OH60605,Oregon,F,High School or Below,3652.5324,39679.0,92.0,1/0/00,Personal Auto,Two-Door Car,641.3886160000001
UO98052,Nevada,M,College,6158.6012,0.0,89.0,1/0/00,Personal Auto,Four-Door Car,342.481173
NC53424,Cali,M,Bachelor,4376.084,0.0,69.0,1/4/00,Personal Auto,Two-Door Car,331.2
LQ13873,Nevada,M,High School or Below,5569.4562,53565.0,71.0,1/1/00,Personal Auto,Four-Door Car,340.8
LA97014,WA,M,Bachelor,2576.513,37574.0,66.0,1/1/00,Personal Auto,Two-Door Car,412.10193300000003
NB79936,WA,M,Bachelor,8346.983199999999,48259.0,108.0,1/0/00,Personal Auto,Two-Door Car,73.70057299999999
NT89061,Arizona,F,High School or Below,6323.9239,78532.0,78.0,1/0/00,Personal Auto,Four-Door Car,374.4
AF10970,Arizona,F,Bachelor,5973.1434,96163.0,73.0,1/0/00,Corporate Auto,Four-Door Car,350.4
ZG48513,Cali,M,Bachelor,4706.677,0.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6
JQ59145,Cali,Male,High School or Below,8093.4103000000005,0.0,114.0,1/1/00,Personal Auto,Sports Car,722.024742
FE84989,WA,Male,College,5035.7446,72672.0,63.0,1/0/00,Personal Auto,Four-Door Car,259.361117
JT52858,Oregon,F,Bachelor,9027.8672,99002.0,112.0,1/1/00,Personal Auto,Four-Door Car,537.6
MC62068,California,Male,High School or Below,7288.8848,79494.0,91.0,1/0/00,Personal Auto,Four-Door Car,396.295614
EU27538,Oregon,Male,Master,18042.4794,35704.0,225.0,1/0/00,Personal Auto,Luxury Car,358.281562
RH42306,Arizona,F,Bachelor,4992.063,0.0,71.0,1/0/00,Corporate Auto,Four-Door Car,653.388564
US23612,Oregon,F,High School or Below,9102.2678,26049.0,118.0,1/0/00,Personal Auto,Two-Door Car,121.032372
WV76014,Arizona,Male,Doctor,2540.4076999999997,70125.0,64.0,1/0/00,Special Auto,Four-Door Car,92.813396
RK96223,California,Male,College,12941.891899999999,52369.0,110.0,1/1/00,Personal Auto,SUV,528.0
MF82000,WA,female,Bachelor,2365.3486,0.0,66.0,1/2/00,Special Auto,Four-Door Car,159.636956
FM46980,Arizona,Male,College,5720.7651000000005,41770.0,72.0,1/0/00,Personal Auto,Four-Door Car,476.15695700000003
SY56792,Oregon,Male,High School or Below,7035.534100000001,0.0,101.0,1/0/00,Corporate Auto,Four-Door Car,727.2
RF61565,California,M,College,2636.9777000000004,31911.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6
IM94808,Nevada,M,Bachelor,5395.831999999999,70051.0,68.0,1/0/00,Corporate Auto,Four-Door Car,42.078345
VI14730,Oregon,M,High School or Below,8382.6301,19683.0,117.0,1/1/00,Personal Auto,Sports Car,561.6
YR34119,WA,F,College,31161.7452,30916.0,112.0,1/0/00,Personal Auto,SUV,200.11606
RR77985,Oregon,F,Bachelor,2887.7423,0.0,80.0,1/0/00,Personal Auto,Four-Door Car,676.944023
QD28391,Washington,M,College,7425.8453,84302.0,62.0,1/0/00,Personal Auto,Four-Door Car,76.60929499999999
WV17090,California,M,Bachelor,25585.727799999997,0.0,116.0,1/0/00,Corporate Auto,SUV,830.623064
TM23514,Oregon,M,College,10272.608199999999,60145.0,132.0,1/0/00,Personal Auto,SUV,580.473259
MQ68407,Oregon,F,Bachelor,4376.3636,63774.0,111.0,1/0/00,Personal Auto,Four-Door Car,60.036683
GJ59592,California,F,Bachelor,5318.8966,25134.0,67.0,1/0/00,Corporate Auto,Four-Door Car,321.6
FY56083,Oregon,M,Bachelor,4719.7622,37057.0,61.0,1/1/00,Personal Auto,Four-Door Car,47.531009999999995
UA94723,Oregon,F,High School or Below,4428.031599999999,58577.0,110.0,1/0/00,Personal Auto,SUV,303.872752
FW91032,California,M,High School or Below,5879.1761,85857.0,73.0,1/0/00,Corporate Auto,Four-Door Car,100.620067
DE34457,Oregon,F,Doctor,9416.9085,70602.0,116.0,1/0/00,Personal Auto,SUV,481.339891
HD32044,Oregon,F,Master,8288.1556,33816.0,106.0,1/2/00,Corporate Auto,Four-Door Car,508.8
HH30454,Oregon,M,Bachelor,32654.8383,0.0,153.0,1/0/00,Personal Auto,SUV,1101.6
AH84063,Oregon,F,College,4719.4501,89642.0,121.0,1/4/00,Corporate Auto,SUV,86.320022
QA17596,California,F,Bachelor,3903.4748,60068.0,98.0,1/0/00,Personal Auto,Two-Door Car,470.4
XI41052,California,F,Bachelor,5457.2597,50044.0,139.0,1/0/00,Personal Auto,SUV,667.2
DI30528,California,F,Master,2725.3564,36650.0,69.0,1/1/00,Personal Auto,Four-Door Car,56.60333000000001
SC66359,Arizona,F,College,4433.9737,50653.0,110.0,1/0/00,Corporate Auto,SUV,262.86517200000003
EN61670,Arizona,F,Doctor,5332.4627,68931.0,66.0,1/0/00,Personal Auto,Four-Door Car,309.577946
DQ10761,Oregon,M,Bachelor,2315.095,0.0,73.0,1/1/00,Corporate Auto,Four-Door Car,350.4
BQ51587,California,F,College,5411.9537,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,365.364581
JE21522,California,M,Bachelor,9587.3323,39266.0,80.0,1/0/00,Personal Auto,Four-Door Car,384.0
WS47147,California,M,College,22103.507200000004,0.0,102.0,1/0/00,Personal Auto,SUV,489.6
ZA64638,Nevada,F,High School or Below,9764.9453,0.0,98.0,1/1/00,Personal Auto,Four-Door Car,705.6
EW38459,Nevada,F,Bachelor,2567.1515,40864.0,65.0,1/0/00,Corporate Auto,Four-Door Car,9.51528
QW87316,Oregon,F,College,2650.6228,39035.0,68.0,1/0/00,Personal Auto,Four-Door Car,244.56433399999997
IC43478,California,M,Bachelor,11264.3633,34923.0,98.0,1/0/00,Personal Auto,Two-Door Car,639.105556
TE34064,California,M,High School or Below,2168.5235000000002,0.0,63.0,1/0/00,Personal Auto,Four-Door Car,453.6
WU60905,California,F,High School or Below,8610.6675,0.0,111.0,1/0/00,Corporate Auto,SUV,532.8
YM18992,California,F,College,2834.6462,24506.0,71.0,1/0/00,Personal Auto,Two-Door Car,511.2
PD55753,Oregon,M,High School or Below,8930.1397,0.0,82.0,1/0/00,Personal Auto,Four-Door Car,554.522969
KU56006,Arizona,F,College,5536.387,52220.0,70.0,1/1/00,Personal Auto,Four-Door Car,336.0
MJ69973,Arizona,M,High School or Below,2840.8543,0.0,74.0,1/0/00,Personal Auto,Two-Door Car,402.449823
TW43626,California,M,College,8082.880999999999,53554.0,67.0,1/0/00,Personal Auto,Four-Door Car,327.020539
XX84133,California,M,Bachelor,5254.7343,34476.0,67.0,1/1/00,Corporate Auto,Four-Door Car,5.3953
ZW84453,Arizona,F,Bachelor,5116.2376,0.0,70.0,1/0/00,Personal Auto,Four-Door Car,131.401291
HO29524,California,M,College,3034.647,68205.0,76.0,1/0/00,Personal Auto,Two-Door Car,99.38294300000001
VE89726,California,female,High School or Below,8024.8999,0.0,119.0,1/1/00,Personal Auto,SUV,856.8
GE87503,California,M,High School or Below,18211.143200000002,53690.0,154.0,1/0/00,Personal Auto,SUV,739.2
PX90263,Oregon,M,High School or Below,5121.5633,0.0,72.0,1/0/00,Personal Auto,Four-Door Car,518.4
NI17718,California,female,High School or Below,2150.1785999999997,0.0,61.0,1/0/00,Personal Auto,Four-Door Car,292.8
FY32213,California,female,High School or Below,5595.3899,74454.0,71.0,1/0/00,Personal Auto,Four-Door Car,340.8
RZ13254,Nevada,female,Bachelor,7562.8240000000005,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.4
GN45013,Oregon,M,High School or Below,5385.8532,29664.0,71.0,1/0/00,Personal Auto,Four-Door Car,340.8
NM39588,Washington,F,Doctor,2678.0583,72450.0,66.0,1/0/00,Corporate Auto,Four-Door Car,84.218363
KU84464,Nevada,female,Bachelor,9422.5679,47272.0,79.0,1/3/00,Personal Auto,Four-Door Car,64.546877
YH43527,Oregon,female,College,3605.8603000000003,21585.0,92.0,1/0/00,Corporate Auto,Four-Door Car,441.6
RO30676,California,female,College,7762.5906,23827.0,106.0,1/2/00,Personal Auto,Four-Door Car,37.910623
QL59704,Arizona,female,College,23444.9005,69906.0,74.0,1/2/00,Corporate Auto,Four-Door Car,202.860399
QH19450,California,female,High School or Below,2558.1782000000003,0.0,72.0,1/0/00,Corporate Auto,Four-Door Car,345.6
SA54664,Washington,M,Master,2654.381,73196.0,66.0,1/1/00,Personal Auto,Four-Door Car,85.80981700000001
CI38330,Washington,M,Bachelor,2549.7861,72217.0,6464.0,1/0/00,Personal Auto,Four-Door Car,91.146661
WB38524,California,M,High School or Below,2969.5933,46131.0,74.0,1/0/00,Personal Auto,Two-Door Car,355.2
CE56187,Oregon,female,Master,4363.1246,54514.0,109.0,1/3/00,Personal Auto,SUV,286.234931
JL19416,California,female,High School or Below,5884.3086,0.0,161.0,1/0/00,Personal Auto,SUV,1159.2
JZ61422,Nevada,female,College,5272.1916,96668.0,66.0,1/0/00,Personal Auto,Four-Door Car,316.8
LA13377,California,M,Doctor,5509.895699999999,78879.0,69.0,1/1/00,Personal Auto,Four-Door Car,466.57079100000004
NC99948,Nevada,M,College,16313.683500000001,0.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2
QD34785,Arizona,female,Bachelor,5678.050200000001,0.0,76.0,1/0/00,Personal Auto,Four-Door Car,364.8
RO26085,California,female,Bachelor,12101.208799999999,0.0,112.0,1/0/00,Personal Auto,Sports Car,1252.406235
ES57969,Oregon,M,Bachelor,2453.5708,29735.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2
JK55587,California,M,High School or Below,5075.6627,23082.0,65.0,1/0/00,Special Auto,Four-Door Car,312.0
RN97635,Arizona,M,Bachelor,3214.9794,53984.0,80.0,1/0/00,Corporate Auto,Four-Door Car,421.48445599999997
BI76326,California,female,College,12275.3431,52135.0,156.0,1/0/00,Personal Auto,SUV,430.505942
JA34909,California,female,College,2722.2107,17576.0,71.0,1/0/00,Corporate Auto,Four-Door Car,398.502948
OJ90342,Oregon,female,Bachelor,2457.4409,29486.0,62.0,1/0/00,Personal Auto,Four-Door Car,7.646763000000001
CM88932,Oregon,female,Master,3554.8453000000004,58557.0,88.0,1/0/00,Corporate Auto,Four-Door Car,55.510526
JJ97525,California,M,Bachelor,4929.5497,25632.0,63.0,1/0/00,Personal Auto,Two-Door Car,351.270869
XV21647,California,female,High School or Below,8036.4503,0.0,112.0,1/0/00,Personal Auto,Sports Car,806.4
MC83487,Arizona,M,Bachelor,4276.915300000001,18768.0,68.0,1/3/00,Corporate Auto,Four-Door Car,647.454583
BL90769,California,female,Bachelor,33473.349500000004,33190.0,106.0,1/0/00,Personal Auto,SUV,508.8
CR57148,Oregon,female,Master,5960.5814,47945.0,74.0,1/0/00,Personal Auto,Two-Door Car,128.43823
CP85232,Arizona,M,College,44795.4694,58778.0,126.0,1/0/00,Special Auto,SUV,302.033971
YL74732,California,female,High School or Below,3832.1181,15192.0,100.0,1/0/00,Personal Auto,SUV,480.0
FG16766,California,female,Bachelor,6837.9326,51859.0,171.0,1/0/00,Personal Auto,SUV,1003.160633
NV55438,Nevada,female,High School or Below,5285.2681999999995,23422.0,72.0,1/0/00,Personal Auto,Two-Door Car,518.4
RM10880,California,female,College,3096.5112,21604.0,79.0,1/0/00,Corporate Auto,Four-Door Car,379.2
GL56175,Arizona,M,College,3589.7107,79298.0,90.0,1/0/00,Personal Auto,Four-Door Car,244.362072
UK52289,Arizona,female,Bachelor,2582.4085,76731.0,64.0,1/0/00,Special Auto,Four-Door Car,201.455005
OT85112,Washington,M,College,3403.9194,38460.0,88.0,1/1/00,Personal Auto,Four-Door Car,91.55098000000001
BC62782,Arizona,F,College,13575.676000000001,48534.0,115.0,1/1/00,Personal Auto,SUV,552.0
TI19722,Washington,M,Doctor,3436.1342999999997,30817.0,88.0,1/0/00,Corporate Auto,Four-Door Car,91.83466800000001
JP30654,Oregon,F,College,28685.8279,48412.0,104.0,1/0/00,Personal Auto,SUV,707.430832
UM45563,Washington,M,Bachelor,4502.6797,68798.0,114.0,1/0/00,Personal Auto,SUV,92.915251
EN60878,Oregon,M,Bachelor,6183.1115,23712.0,85.0,1/0/00,Personal Auto,Four-Door Car,376.126419
JF36291,California,M,College,3873.647,28142.0,105.0,1/0/00,Personal Auto,Sports Car,701.7082389999999
BK59444,California,F,Master,18929.3306,72196.0,68.0,1/0/00,Personal Auto,Four-Door Car,152.184244
MK70700,California,M,Master,5553.2958,68197.0,69.0,1/0/00,Personal Auto,Four-Door Car,176.819414
IW71076,California,M,Bachelor,5011.2591999999995,75248.0,63.0,1/0/00,Corporate Auto,Four-Door Car,104.454624
AP98768,California,F,College,10442.4463,0.0,98.0,1/0/00,Personal Auto,Four-Door Car,941.7180539999999
OM24164,Nevada,M,Bachelor,2199.6178,0.0,65.0,1/1/00,Personal Auto,Two-Door Car,468.0
HR85211,Washington,female,Master,5123.1709,89879.0,63.0,1/0/00,Personal Auto,Two-Door Car,94.03030799999999
VC87846,Oregon,M,High School or Below,7484.3105000000005,46998.0,96.0,1/0/00,Corporate Auto,Four-Door Car,460.8
ZM92052,Oregon,M,Bachelor,2613.0231,57099.0,67.0,1/0/00,Personal Auto,Two-Door Car,67.859881
ON73702,Arizona,F,Bachelor,9080.6397,33897.0,114.0,1/0/00,Corporate Auto,SUV,539.8430030000001
QQ90441,Nevada,F,High School or Below,13770.976200000001,59207.0,116.0,1/0/00,Personal Auto,Four-Door Car,556.8
HU35721,Oregon,M,High School or Below,2876.8228999999997,40171.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.4
YP47665,Washington,M,Doctor,5408.9115,80192.0,67.0,1/0/00,Personal Auto,Four-Door Car,95.193157
FU99476,Washington,M,High School or Below,6770.3068,74422.0,85.0,1/1/00,Personal Auto,Four-Door Car,95.338505
AG85615,Oregon,M,College,24143.8756,0.0,87.0,1/0/00,Special Auto,Four-Door Car,626.4
OY74069,Arizona,F,College,3538.0595000000003,0.0,67.0,1/5/00,Personal Auto,Four-Door Car,321.6
DJ91267,Nevada,F,Bachelor,29091.2394,34226.0,244.0,1/0/00,Personal Auto,Luxury SUV,494.39502400000003
KB72438,California,F,High School or Below,19834.2012,65989.0,123.0,1/1/00,Personal Auto,SUV,115.54508600000001
TR67616,Oregon,M,High School or Below,4731.367,30686.0,61.0,1/0/00,Corporate Auto,Four-Door Car,19.938981
GF65731,California,F,Master,35537.846,0.0,113.0,1/0/00,Personal Auto,Sports Car,799.926741
HB67642,Arizona,F,High School or Below,34611.379,20090.0,109.0,1/0/00,Personal Auto,Sports Car,523.2
DP84567,California,M,High School or Below,20216.3088,0.0,183.0,1/0/00,Personal Auto,Luxury SUV,878.4
VV77534,Oregon,M,College,13976.5193,77094.0,176.0,1/0/00,Personal Auto,SUV,444.47067599999997
GL67540,California,F,College,5904.088199999999,97413.0,73.0,1/0/00,Personal Auto,Four-Door Car,268.81998500000003
SV50502,Oregon,F,Master,5595.835,79189.0,69.0,1/0/00,Corporate Auto,Four-Door Car,331.2
UK59698,California,F,High School or Below,2294.3035999999997,0.0,62.0,1/0/00,Personal Auto,Two-Door Car,297.6
OA57352,Arizona,F,College,6273.911899999999,18577.0,86.0,1/0/00,Personal Auto,Four-Door Car,412.8
ZF84449,Oregon,F,College,3726.728,0.0,112.0,1/1/00,Special Auto,Sports Car,806.4
AX86150,Washington,M,High School or Below,2656.7131,62777.0,67.0,1/0/00,Personal Auto,Two-Door Car,101.288069
HG39060,Oregon,Male,Bachelor,5110.6808,0.0,74.0,1/0/00,Corporate Auto,Four-Door Car,532.8
EM29359,Nevada,Male,College,7126.596500000001,17483.0,183.0,1/0/00,Personal Auto,Luxury Car,1317.6
SF57173,Oregon,Male,Master,4601.634099999999,84394.0,114.0,1/0/00,Personal Auto,SUV,691.412378
OT47603,Oregon,Male,College,9155.2397,0.0,127.0,1/0/00,Personal Auto,Sports Car,804.811859
SW31412,Oregon,F,College,14808.0562,41440.0,62.0,1/1/00,Personal Auto,Four-Door Car,297.6
JS36322,Arizona,Male,High School or Below,8901.678399999999,0.0,136.0,1/1/00,Personal Auto,Sports Car,1090.86434
RE81445,Oregon,F,College,5734.598199999999,98132.0,71.0,1/0/00,Personal Auto,Two-Door Car,50.587035
RM24280,Oregon,F,High School or Below,4177.697,0.0,112.0,1/0/00,Personal Auto,Four-Door Car,537.6
LC25393,California,Male,Bachelor,27776.2891,88220.0,230.0,1/0/00,Personal Auto,Luxury Car,151.528482
UX38930,Arizona,F,Master,10364.3475,58327.0,129.0,1/0/00,Personal Auto,SUV,347.075948
HD95496,Oregon,Male,Master,7851.9014,25950.0,66.0,1/0/00,Personal Auto,Two-Door Car,271.69752900000003
RX24650,Oregon,Male,High School or Below,4772.9438,20993.0,133.0,1/0/00,Corporate Auto,SUV,638.4
DW19309,Oregon,Male,High School or Below,14226.5049,65726.0,177.0,1/0/00,Corporate Auto,SUV,849.6
MT41386,Washington,M,Bachelors,2875.4323999999997,84768.0,72.0,1/0/00,Personal Auto,Two-Door Car,110.48466100000002
WZ40465,Washington,F,Bachelor,5041.2996,36234.0,63.0,1/0/00,Personal Auto,Four-Door Car,113.534474
DB42794,California,Male,College,4362.9312,58842.0,110.0,1/0/00,Personal Auto,Four-Door Car,528.0
JB50798,Oregon,F,Master,9624.5244,25629.0,124.0,1/2/00,Corporate Auto,Sports Car,595.2
IP69763,Washington,F,College,21914.405499999997,77311.0,181.0,1/0/00,Personal Auto,SUV,113.609508
TE35785,California,Male,Doctor,6948.4222,0.0,196.0,1/2/00,Personal Auto,Luxury SUV,1337.063487
HX74855,Washington,M,High School or Below,2471.5284,95697.0,61.0,1/0/00,Personal Auto,Two-Door Car,114.273025
QN65180,Oregon,F,Bachelor,21903.9136,22254.0,79.0,1/0/00,Personal Auto,Four-Door Car,125.19438899999999
GE47180,Nevada,Male,High School or Below,9028.8214,65974.0,113.0,1/0/00,Personal Auto,Sports Car,235.220971
VQ38776,Oregon,F,College,5303.759499999999,0.0,76.0,1/0/00,Personal Auto,Four-Door Car,395.34111
BH86846,Washington,M,High School or Below,20708.2588,92079.0,65.0,1/1/00,Corporate Auto,Four-Door Car,114.798771
IN17648,Nevada,Male,High School or Below,5123.7681,0.0,74.0,1/0/00,Personal Auto,Two-Door Car,772.7985110000001
DF95759,Oregon,Male,College,9492.343,0.0,132.0,1/0/00,Personal Auto,SUV,633.6
QG45324,Oregon,F,High School or Below,8204.8632,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.4
MN61620,Arizona,F,College,9877.295699999999,67752.0,131.0,1/4/00,Personal Auto,Sports Car,168.517149
YH86390,California,F,Bachelor,4815.0097,25398.0,64.0,1/0/00,Corporate Auto,Four-Door Car,307.2
FY13480,California,Male,High School or Below,6277.0117,0.0,88.0,1/0/00,Personal Auto,Four-Door Car,633.6
YH61661,California,M,High School or Below,8260.639799999999,33321.0,105.0,1/0/00,Special Auto,SUV,504.0
NL93182,Nevada,M,Bachelor,2549.45,0.0,78.0,1/0/00,Corporate Auto,Four-Door Car,845.654042
LN31673,Washington,,College,11318.0898,38923.0,99.0,1/2/00,Personal Auto,Four-Door Car,115.728852
WE68644,Oregon,F,Bachelor,3803.9218,20325.0,100.0,1/0/00,Personal Auto,Sports Car,668.2939700000001
EZ30498,Oregon,M,Bachelor,8635.4035,13129.0,117.0,1/0/00,Personal Auto,SUV,700.9016320000001
QY74517,Oregon,F,High School or Below,5510.559,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,525.6
NM88660,Nevada,M,Master,3585.8840999999998,49080.0,91.0,1/0/00,Corporate Auto,Four-Door Car,25.299
MZ82036,Nevada,M,College,4889.2528,42536.0,63.0,1/0/00,Personal Auto,Four-Door Car,375.330097
ID20929,Oregon,M,Bachelor,2756.9417,29926.0,74.0,1/0/00,Corporate Auto,Four-Door Car,418.23366699999997
EY50028,Nevada,M,Doctor,3289.5474,0.0,86.0,1/0/00,Corporate Auto,Two-Door Car,398.240791
TT82373,California,F,Bachelor,10937.178500000002,21450.0,138.0,1/0/00,Personal Auto,Sports Car,938.513425
